mod_request_id,item_id,seller_id,title,description,category_id,attributes,ts,model_version
206,1155,258,Lira одежда практичный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""Lira"",""color"":""черный"",""material"":""пластик"",""size"":""XS"",""warranty_months"":12}",2026-01-17T23:59:59+00:00,moderation_v1
207,482,202,SilverBox рюкзаки эргономичный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""SilverBox"",""color"":""белый"",""material"":""металл"",""size"":""XL"",""warranty_months"":24}",2026-01-07T03:43:15+00:00,moderation_v4
208,620,69,TrueSound наушники эргономичный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""TrueSound"",""color"":""белый"",""material"":""металл"",""size"":""XS"",""warranty_months"":18}",2026-01-15T21:21:04+00:00,moderation_v1
209,275,77,CleverBee садовая техника лёгкий,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""CleverBee"",""color"":""синий"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2025-12-29T03:36:46+00:00,moderation_v1
210,384,137,Terra рюкзаки современный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""Terra"",""color"":""синий"",""material"":""керамика"",""size"":""XL"",""warranty_months"":6}",2026-02-18T20:15:48+00:00,moderation_v1
211,495,187,Futura игровые мыши универсальный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Futura"",""color"":""синий"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2025-12-07T23:31:36+00:00,moderation_v1
212,160,227,MobiPro смартфоны современный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""MobiPro"",""color"":""серый"",""material"":""керамика"",""size"":""S"",""warranty_months"":24}",2026-02-03T01:42:43+00:00,moderation_v1
213,580,139,Lira книги эргономичный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Lira"",""color"":""синий"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":6}",2026-02-26T15:52:54+00:00,moderation_v2
214,814,105,UrbanFit детские товары надежный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""UrbanFit"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":18}",2026-02-11T22:24:26+00:00,moderation_v2
215,1058,135,Vertex планшеты практичный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""Vertex"",""color"":""красный"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":12}",2025-12-11T11:56:56+00:00,moderation_v1
216,634,222,Orion рюкзаки надежный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""Orion"",""color"":""черный"",""material"":""текстиль"",""size"":""S"",""warranty_months"":24}",2025-12-08T21:52:32+00:00,moderation_v1
217,673,89,MobiPro кофеварки лёгкий,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""MobiPro"",""color"":""серый"",""material"":""пластик"",""size"":""M"",""warranty_months"":6}",2025-12-16T22:33:51+00:00,moderation_v1
218,178,55,Lumen наушники современный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Lumen"",""color"":""черный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":12}",2026-01-29T01:56:26+00:00,moderation_v1
219,1138,255,CleverBee ноутбуки премиальный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""CleverBee"",""color"":""зеленый"",""material"":""керамика"",""size"":""XL"",""warranty_months"":6}",2026-01-03T05:28:05+00:00,moderation_v1
220,140,112,HomeArt одежда современный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""HomeArt"",""color"":""красный"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":12}",2026-02-19T22:38:39+00:00,moderation_v1
221,949,107,Orion кофеварки лёгкий,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Orion"",""color"":""бежевый"",""material"":""металл"",""size"":""S"",""warranty_months"":6}",2025-12-03T14:06:50+00:00,moderation_v1
222,535,239,Crafto клавиатуры надежный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Crafto"",""color"":""белый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":18}",2025-12-10T06:44:14+00:00,moderation_v1
223,1184,86,Orion товары для дома универсальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Orion"",""color"":""бежевый"",""material"":""керамика"",""size"":""S"",""warranty_months"":24}",2025-12-09T09:51:45+00:00,moderation_v1
224,864,206,HomeArt зоотовары лёгкий,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""HomeArt"",""color"":""синий"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":6}",2026-01-09T18:21:56+00:00,moderation_v2
225,595,55,NordLine посуда эргономичный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""NordLine"",""color"":""синий"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":24}",2025-12-03T04:40:54+00:00,moderation_v1
226,337,18,NordLine ноутбуки компактный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""NordLine"",""color"":""красный"",""material"":""керамика"",""size"":""XS"",""warranty_months"":6}",2025-12-04T20:49:41+00:00,moderation_v5
227,673,89,HomeArt кофеварки современный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""HomeArt"",""color"":""зеленый"",""material"":""керамика"",""size"":""L"",""warranty_months"":18}",2026-01-08T16:12:22+00:00,moderation_v1
228,257,89,PixelWay косметика универсальный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""PixelWay"",""color"":""черный"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":6}",2026-01-07T03:28:01+00:00,moderation_v1
229,756,38,NordLine зоотовары надежный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""NordLine"",""color"":""красный"",""material"":""пластик"",""size"":""L"",""warranty_months"":6}",2026-01-18T05:59:10+00:00,moderation_v3
230,345,243,TrueSound рюкзаки универсальный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""TrueSound"",""color"":""синий"",""material"":""пластик"",""size"":""S"",""warranty_months"":24}",2025-12-05T17:55:24+00:00,moderation_v1
231,1188,240,Lumen товары для дома надежный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Lumen"",""color"":""белый"",""material"":""пластик"",""size"":""L"",""warranty_months"":24}",2026-01-25T08:38:25+00:00,moderation_v1
232,677,47,Foxly кофеварки надежный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Foxly"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":12}",2026-01-12T17:35:15+00:00,moderation_v1
233,263,73,Terra планшеты эргономичный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""Terra"",""color"":""бежевый"",""material"":""керамика"",""size"":""XL"",""warranty_months"":6}",2026-01-29T14:25:56+00:00,moderation_v1
234,2,199,CleverBee рюкзаки лёгкий,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""CleverBee"",""color"":""белый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":24}",2025-12-13T03:03:18+00:00,moderation_v1
235,893,220,Orion наушники универсальный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Orion"",""color"":""синий"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":24}",2025-12-11T10:52:46+00:00,moderation_v1
236,1158,230,Vertex книги компактный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Vertex"",""color"":""черный"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":6}",2026-01-19T14:36:09+00:00,moderation_v1
237,1002,240,Volna кофеварки надежный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Volna"",""color"":""бежевый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":12}",2026-02-13T15:13:53+00:00,moderation_v1
238,869,99,Smarton клавиатуры премиальный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Smarton"",""color"":""серый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":12}",2026-01-29T10:39:52+00:00,moderation_v3
239,582,195,Rivex пылесосы надежный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""Rivex"",""color"":""синий"",""material"":""керамика"",""size"":""M"",""warranty_months"":6}",2025-12-12T06:35:04+00:00,moderation_v1
240,433,27,PrimeTech детские товары практичный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""PrimeTech"",""color"":""белый"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":12}",2026-01-04T00:45:24+00:00,moderation_v1
241,1064,49,PixelWay кофеварки премиальный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""PixelWay"",""color"":""черный"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":18}",2026-02-20T00:49:59+00:00,moderation_v1
242,627,199,SilverBox товары для дома универсальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""SilverBox"",""color"":""черный"",""material"":""керамика"",""size"":""XL"",""warranty_months"":6}",2026-02-14T01:29:37+00:00,moderation_v4
243,306,25,SilverBox пылесосы лёгкий,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""SilverBox"",""color"":""серый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":6}",2026-01-04T21:26:46+00:00,moderation_v1
244,332,2,UrbanFit кухонная техника премиальный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""UrbanFit"",""color"":""синий"",""material"":""пластик"",""size"":""XS"",""warranty_months"":24}",2025-12-03T01:11:28+00:00,moderation_v1
245,761,194,Futura смартфоны практичный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Futura"",""color"":""бежевый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":24}",2026-01-24T13:18:26+00:00,moderation_v1
246,54,21,Optima обувь лёгкий,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Optima"",""color"":""синий"",""material"":""пластик"",""size"":""M"",""warranty_months"":18}",2025-12-07T21:27:35+00:00,moderation_v1
247,297,221,MobiPro косметика премиальный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""MobiPro"",""color"":""черный"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":24}",2026-02-03T23:30:14+00:00,moderation_v1
248,932,8,Lumen наушники современный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Lumen"",""color"":""красный"",""material"":""керамика"",""size"":""S"",""warranty_months"":24}",2026-01-15T14:45:17+00:00,moderation_v1
249,1177,11,MobiPro спорттовары премиальный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""MobiPro"",""color"":""серый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":12}",2026-02-08T18:49:56+00:00,moderation_v1
250,557,189,TrueSound смартфоны универсальный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""TrueSound"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":6}",2026-02-26T21:40:32+00:00,moderation_v1
251,732,142,Volna клавиатуры современный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Volna"",""color"":""черный"",""material"":""металл"",""size"":""XS"",""warranty_months"":18}",2026-01-19T04:28:21+00:00,moderation_v1
252,224,93,Lira обувь эргономичный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Lira"",""color"":""красный"",""material"":""текстиль"",""size"":""M"",""warranty_months"":6}",2026-01-05T01:59:42+00:00,moderation_v4
253,148,101,Lumen детские товары премиальный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""Lumen"",""color"":""черный"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":24}",2025-12-04T10:30:43+00:00,moderation_v4
254,943,241,Crafto планшеты практичный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""Crafto"",""color"":""серый"",""material"":""пластик"",""size"":""M"",""warranty_months"":6}",2026-01-28T20:40:30+00:00,moderation_v1
255,930,8,Foxly товары для дома универсальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Foxly"",""color"":""красный"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":12}",2025-12-13T09:40:02+00:00,moderation_v1
256,265,56,Orion спорттовары премиальный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""Orion"",""color"":""синий"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":6}",2026-01-11T03:29:47+00:00,moderation_v1
257,9,168,Neonix игровые мыши надежный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Neonix"",""color"":""черный"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":24}",2026-02-01T22:44:21+00:00,moderation_v1
258,827,99,Smarton спорттовары практичный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""Smarton"",""color"":""синий"",""material"":""текстиль"",""size"":""S"",""warranty_months"":18}",2026-01-19T18:58:53+00:00,moderation_v1
259,698,5,SilverBox косметика надежный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""SilverBox"",""color"":""черный"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":6}",2025-12-31T11:13:42+00:00,moderation_v1
260,1077,242,Aster товары для дома компактный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Aster"",""color"":""красный"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":24}",2025-12-26T16:04:02+00:00,moderation_v3
261,1076,101,UrbanFit мониторы универсальный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""UrbanFit"",""color"":""бежевый"",""material"":""керамика"",""size"":""XL"",""warranty_months"":24}",2026-01-18T10:09:38+00:00,moderation_v1
262,297,221,HomeArt косметика надежный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""HomeArt"",""color"":""бежевый"",""material"":""керамика"",""size"":""M"",""warranty_months"":6}",2026-02-26T17:15:15+00:00,moderation_v6
263,1198,151,Lumen кофеварки эргономичный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Lumen"",""color"":""зеленый"",""material"":""металл"",""size"":""M"",""warranty_months"":24}",2026-01-17T14:29:57+00:00,moderation_v1
264,613,154,Neonix ноутбуки современный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Neonix"",""color"":""серый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":6}",2026-01-18T05:49:54+00:00,moderation_v1
265,605,117,Lira игровые мыши компактный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Lira"",""color"":""красный"",""material"":""пластик"",""size"":""S"",""warranty_months"":24}",2026-02-25T00:26:50+00:00,moderation_v1
266,223,18,Rivex клавиатуры практичный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Rivex"",""color"":""бежевый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":6}",2025-12-24T21:10:51+00:00,moderation_v2
267,312,228,Lumen смарт-часы премиальный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""Lumen"",""color"":""белый"",""material"":""комбинированный"",""size"":""L"",""warranty_months"":18}",2026-01-25T16:54:35+00:00,moderation_v1
268,1006,205,Terra мониторы надежный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Terra"",""color"":""бежевый"",""material"":""керамика"",""size"":""L"",""warranty_months"":12}",2026-02-06T02:15:28+00:00,moderation_v1
269,896,200,Neonix наушники практичный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Neonix"",""color"":""бежевый"",""material"":""пластик"",""size"":""L"",""warranty_months"":24}",2026-01-16T23:18:18+00:00,moderation_v1
270,504,101,Lumen смарт-часы компактный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""Lumen"",""color"":""синий"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":6}",2026-02-25T13:12:37+00:00,moderation_v1
271,1103,97,Futura кофеварки лёгкий,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Futura"",""color"":""красный"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2025-12-11T10:37:25+00:00,moderation_v1
272,764,195,Foxly косметика современный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Foxly"",""color"":""зеленый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":12}",2025-12-28T00:54:47+00:00,moderation_v3
273,517,25,AquaLeaf игровые мыши компактный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""AquaLeaf"",""color"":""бежевый"",""material"":""пластик"",""size"":""L"",""warranty_months"":12}",2025-12-24T21:22:42+00:00,moderation_v1
274,404,67,Brisk смарт-часы практичный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""Brisk"",""color"":""черный"",""material"":""пластик"",""size"":""M"",""warranty_months"":18}",2026-01-27T23:23:16+00:00,moderation_v6
275,1095,34,Futura ноутбуки эргономичный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Futura"",""color"":""красный"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":6}",2026-02-06T20:13:11+00:00,moderation_v1
276,581,76,TrueSound наушники практичный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""TrueSound"",""color"":""зеленый"",""material"":""комбинированный"",""size"":""L"",""warranty_months"":12}",2026-02-27T13:30:41+00:00,moderation_v1
277,924,25,Orion косметика эргономичный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Orion"",""color"":""черный"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":6}",2026-02-06T09:10:48+00:00,moderation_v3
278,443,210,Vertex клавиатуры практичный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Vertex"",""color"":""черный"",""material"":""керамика"",""size"":""S"",""warranty_months"":24}",2026-02-04T22:15:13+00:00,moderation_v1
279,733,49,MobiPro зоотовары практичный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""MobiPro"",""color"":""белый"",""material"":""пластик"",""size"":""L"",""warranty_months"":12}",2025-12-11T19:17:29+00:00,moderation_v3
280,514,67,Terra мониторы надежный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Terra"",""color"":""бежевый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":12}",2026-01-09T19:34:08+00:00,moderation_v1
281,1004,249,Crafto смартфоны надежный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Crafto"",""color"":""синий"",""material"":""пластик"",""size"":""M"",""warranty_months"":18}",2026-02-28T18:21:39+00:00,moderation_v1
282,885,238,Crafto смартфоны современный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Crafto"",""color"":""серый"",""material"":""металл"",""size"":""XS"",""warranty_months"":18}",2026-01-31T09:39:58+00:00,moderation_v1
283,847,213,Volna пылесосы надежный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""Volna"",""color"":""серый"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":24}",2025-12-24T19:18:19+00:00,moderation_v1
284,925,40,Vertex садовая техника универсальный,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""Vertex"",""color"":""белый"",""material"":""пластик"",""size"":""L"",""warranty_months"":12}",2025-12-17T15:05:38+00:00,moderation_v1
285,615,259,Rivex клавиатуры эргономичный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Rivex"",""color"":""белый"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-03-01T08:53:12+00:00,moderation_v3
286,448,245,Vertex клавиатуры универсальный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Vertex"",""color"":""зеленый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":18}",2026-01-28T21:59:22+00:00,moderation_v1
287,1152,259,PrimeTech мониторы современный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""PrimeTech"",""color"":""бежевый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":18}",2025-12-04T16:59:05+00:00,moderation_v1
288,906,88,Lumen книги лёгкий,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Lumen"",""color"":""бежевый"",""material"":""текстиль"",""size"":""M"",""warranty_months"":12}",2025-12-09T07:14:51+00:00,moderation_v1
289,1091,154,PixelWay посуда компактный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""PixelWay"",""color"":""синий"",""material"":""комбинированный"",""size"":""L"",""warranty_months"":6}",2026-01-09T09:32:09+00:00,moderation_v1
290,24,206,Smarton инструменты универсальный,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""Smarton"",""color"":""белый"",""material"":""пластик"",""size"":""L"",""warranty_months"":6}",2026-02-21T23:08:45+00:00,moderation_v4
291,848,179,HomeArt смартфоны практичный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""HomeArt"",""color"":""красный"",""material"":""металл"",""size"":""S"",""warranty_months"":24}",2025-12-16T14:13:30+00:00,moderation_v1
292,1195,34,Volna ноутбуки универсальный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Volna"",""color"":""белый"",""material"":""металл"",""size"":""XL"",""warranty_months"":18}",2026-01-23T04:52:42+00:00,moderation_v6
293,163,94,MobiPro зоотовары компактный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""MobiPro"",""color"":""красный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":12}",2026-01-14T13:24:10+00:00,moderation_v1
294,666,120,Volna клавиатуры эргономичный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Volna"",""color"":""белый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":18}",2025-12-25T20:55:28+00:00,moderation_v1
295,182,146,AquaLeaf детские товары компактный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""AquaLeaf"",""color"":""синий"",""material"":""керамика"",""size"":""M"",""warranty_months"":6}",2025-12-03T07:48:37+00:00,moderation_v1
296,666,120,MobiPro клавиатуры премиальный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""MobiPro"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":24}",2026-01-09T03:25:03+00:00,moderation_v1
297,452,181,MobiPro зоотовары компактный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""MobiPro"",""color"":""синий"",""material"":""пластик"",""size"":""S"",""warranty_months"":18}",2026-01-25T22:44:00+00:00,moderation_v1
298,1173,67,MobiPro кухонная техника эргономичный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""MobiPro"",""color"":""бежевый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":24}",2026-01-22T17:42:53+00:00,moderation_v1
299,757,255,UrbanFit садовая техника лёгкий,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""UrbanFit"",""color"":""зеленый"",""material"":""текстиль"",""size"":""S"",""warranty_months"":24}",2026-02-02T11:05:40+00:00,moderation_v1
300,709,238,Volna посуда универсальный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Volna"",""color"":""красный"",""material"":""пластик"",""size"":""L"",""warranty_months"":12}",2026-02-22T20:44:32+00:00,moderation_v4
301,263,73,CleverBee планшеты надежный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""CleverBee"",""color"":""зеленый"",""material"":""пластик"",""size"":""M"",""warranty_months"":18}",2026-02-13T14:51:08+00:00,moderation_v1
302,837,139,Vertex кофеварки лёгкий,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Vertex"",""color"":""черный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":12}",2025-12-25T00:01:57+00:00,moderation_v2
303,3,118,Vertex товары для дома лёгкий,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Vertex"",""color"":""красный"",""material"":""пластик"",""size"":""L"",""warranty_months"":24}",2026-01-24T18:37:40+00:00,moderation_v1
304,206,117,PrimeTech клавиатуры практичный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""PrimeTech"",""color"":""зеленый"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-01-23T07:14:04+00:00,moderation_v6
305,625,159,Futura товары для дома практичный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Futura"",""color"":""белый"",""material"":""текстиль"",""size"":""S"",""warranty_months"":12}",2026-02-20T04:12:53+00:00,moderation_v1
306,1024,234,PixelWay планшеты премиальный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""PixelWay"",""color"":""черный"",""material"":""металл"",""size"":""M"",""warranty_months"":6}",2025-12-02T13:57:21+00:00,moderation_v1
307,700,120,Futura зоотовары практичный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""Futura"",""color"":""красный"",""material"":""керамика"",""size"":""L"",""warranty_months"":12}",2026-01-15T19:08:16+00:00,moderation_v1
308,576,193,Terra книги лёгкий,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Terra"",""color"":""синий"",""material"":""керамика"",""size"":""L"",""warranty_months"":6}",2025-12-26T18:35:30+00:00,moderation_v4
